dia;tiempo_actual;archivo;medH;medS;medV;medB;medG;medR;medL;medA;medBB;medY;medCB;medCR;meH;meS;meV;meB;meG;meR;meL;meA;meBB;meY;meCB;meCR;tipo
2023-05-09;22:25:55;Morrones34_2.jpg;39.0;250.0;150.0;7.0;150.0;104.0;145.0;97.0;184.0;119.0;120.0;68.0;39.09;229.41;141.98;25.39;141.98;107.32;137.29;99.75;180.75;117.24;120.92;71.12;rojo
2023-05-09;22:26:16;Morrones34_3.jpg;41.0;220.0;134.0;18.0;134.0;91.0;130.0;100.0;174.0;107.0;119.0;83.0;41.06;199.61;126.01;36.39;126.01;92.96;122.59;102.37;170.39;105.33;119.17;86.54;rojo
2023-05-09;22:26:38;Morrones34_4.jpg;42.0;240.0;120.0;9.0;120.0;73.0;116.0;98.0;174.0;92.0;117.0;82.0;41.74;217.34;116.89;27.99;116.88;80.55;113.15;101.0;170.42;95.06;117.63;86.34;rojo
2023-05-09;22:26:59;Morrones34_5.jpg;43.0;249.0;111.0;4.0;111.0;63.0;107.0;97.0;173.0;84.0;115.0;84.0;42.88;224.91;107.72;22.04;107.72;69.67;103.35;100.82;168.5;85.67;116.57;87.86;rojo
2023-05-09;22:27:20;Morrones35_1.jpg;16.0;236.0;236.0;14.0;135.0;236.0;168.0;157.0;190.0;151.0;185.0;63.0;15.41;211.17;211.37;38.52;129.16;211.33;156.33;153.61;183.82;143.37;176.45;68.7;rojo
2023-05-09;22:27:42;Morrones35_2.jpg;16.0;236.0;234.0;15.0;132.0;234.0;166.0;158.0;192.0;149.0;186.0;61.0;15.41;211.69;212.47;37.91;129.04;212.46;156.69;154.17;184.17;143.57;177.1;68.31;rojo
2023-05-09;22:28:04;Morrones35_3.jpg;16.0;237.0;232.0;14.0;127.0;232.0;162.0;160.0;193.0;145.0;188.0;57.0;15.26;219.8;209.99;29.05;122.06;209.88;151.77;156.17;185.85;137.68;179.42;66.58;rojo
2023-05-09;22:28:25;Morrones35_4.jpg;17.0;236.0;237.0;15.0;137.0;237.0;169.0;156.0;191.0;152.0;184.0;62.0;15.6;211.21;212.21;38.87;130.83;212.18;157.55;153.1;184.2;144.65;176.15;68.19;rojo
2023-05-09;22:28:47;Morrones35_5.jpg;16.0;237.0;228.0;13.0;125.0;228.0;160.0;158.0;190.0;143.0;185.0;64.0;14.94;219.51;206.76;30.51;121.44;206.76;150.15;155.26;185.04;136.58;178.03;68.06;rojo
2023-05-09;22:29:10;Morrones36_1.jpg;14.0;237.0;220.0;13.0;106.0;220.0;147.0;166.0;189.0;129.0;189.0;67.0;13.13;223.54;201.36;26.67;104.09;201.2;138.61;161.66;182.67;124.31;182.8;72.68;rojo
2023-05-09;22:29:32;Morrones36_2.jpg;14.0;241.0;216.0;10.0;106.0;216.0;145.0;164.0;189.0;127.0;189.0;65.0;14.62;229.34;199.8;20.54;108.08;199.44;140.27;158.72;184.94;125.43;180.71;68.71;rojo
2023-05-09;22:29:54;Morrones36_3.jpg;12.0;230.0;214.0;18.0;98.0;214.0;140.0;167.0;184.0;123.0;189.0;73.0;12.35;218.24;196.76;30.47;98.26;196.53;133.92;162.82;179.79;119.96;182.55;77.39;rojo
2023-05-09;22:30:15;Morrones36_4.jpg;14.0;234.0;222.0;15.0;111.0;222.0;150.0;164.0;189.0;133.0;188.0;67.0;13.39;219.94;201.78;29.3;107.74;201.7;140.66;160.07;182.42;126.9;181.29;72.79;rojo
2023-05-09;22:30:37;Morrones36_5.jpg;12.0;235.0;206.0;13.0;90.0;206.0;134.0;164.0;183.0;116.0;186.0;76.0;12.39;219.84;189.55;27.36;97.42;189.55;130.47;160.4;179.23;117.01;179.69;77.38;rojo
2023-05-09;22:30:59;Morrones37_1.jpg;18.0;248.0;229.0;7.0;139.0;228.0;168.0;151.0;196.0;149.0;180.0;52.0;18.35;234.52;205.89;19.56;132.2;204.24;155.93;148.03;190.44;140.51;173.4;57.93;rojo
2023-05-09;22:31:20;Morrones37_2.jpg;18.0;246.0;224.0;8.0;133.0;224.0;163.0;153.0;194.0;145.0;181.0;55.0;17.92;233.56;203.3;19.3;128.02;202.0;152.48;149.29;189.24;137.47;173.97;60.06;rojo
2023-05-09;22:31:41;Morrones37_3.jpg;17.0;243.0;220.0;10.0;126.0;220.0;157.0;156.0;193.0;140.0;184.0;57.0;17.11;232.11;202.16;20.06;121.54;200.76;148.47;152.09;187.94;133.45;175.94;63.03;rojo
2023-05-09;22:32:04;Morrones37_4.jpg;17.0;242.0;220.0;11.0;127.0;220.0;158.0;155.0;193.0;140.0;183.0;57.0;17.25;231.47;202.03;20.63;122.71;200.66;149.07;151.46;187.98;134.18;175.36;62.94;rojo
2023-05-09;22:32:26;Morrones37_5.jpg;15.0;243.0;227.0;9.0;121.0;227.0;157.0;162.0;192.0;140.0;187.0;59.0;15.0;228.36;207.75;23.68;118.29;207.75;148.79;157.22;186.67;134.2;180.4;65.28;rojo
2023-05-09;22:32:48;Morrones38_1.jpg;14.0;219.0;232.0;31.0;131.0;232.0;164.0;157.0;187.0;148.0;182.0;69.0;15.54;201.99;211.84;48.93;131.55;211.72;158.92;152.57;181.86;145.93;174.91;72.38;rojo
2023-05-09;22:33:10;Morrones38_2.jpg;15.0;233.0;215.0;17.0;123.0;215.0;155.0;154.0;187.0;138.0;177.0;69.0;15.64;219.35;197.24;32.49;118.55;197.23;146.2;152.49;183.16;132.05;174.46;70.71;rojo
2023-05-09;22:33:31;Morrones38_3.jpg;6.0;212.0;224.0;37.0;80.0;224.0;138.0;179.0;178.0;119.0;199.0;86.0;6.82;198.31;207.1;49.08;85.04;207.1;132.93;173.77;172.11;117.53;191.84;89.36;rojo
2023-05-09;22:33:53;Morrones38_4.jpg;14.0;223.0;232.0;28.0;125.0;232.0;161.0;161.0;188.0;145.0;185.0;68.0;13.9;209.57;211.2;41.04;120.66;211.18;151.98;157.71;182.46;138.59;179.74;72.64;rojo
2023-05-09;22:34:14;Morrones38_5.jpg;17.0;227.0;212.0;21.0;132.0;212.0;160.0;148.0;187.0;143.0;172.0;67.0;16.73;211.27;195.99;38.49;124.86;195.45;149.81;148.64;181.84;135.9;170.46;71.98;rojo
2023-05-09;22:34:37;Morrones39_1.jpg;15.0;243.0;217.0;9.0;111.0;217.0;147.0;164.0;191.0;129.0;189.0;63.0;14.97;232.48;198.61;17.38;107.03;197.97;139.33;158.42;185.71;123.97;180.72;67.53;rojo
2023-05-09;22:35:00;Morrones39_2.jpg;14.0;241.0;216.0;10.0;106.0;216.0;144.0;164.0;188.0;126.0;188.0;67.0;14.06;230.74;197.1;19.74;103.93;196.9;136.8;159.78;184.24;122.07;181.3;69.86;rojo
2023-05-09;22:35:22;Morrones39_3.jpg;14.0;240.0;224.0;12.0;111.0;224.0;151.0;164.0;190.0;133.0;189.0;64.0;13.92;226.84;205.46;24.73;110.52;205.45;143.57;160.2;184.89;129.09;182.4;68.84;rojo
2023-05-09;22:35:44;Morrones39_4.jpg;14.0;244.0;212.0;9.0;105.0;212.0;143.0;164.0;190.0;126.0;189.0;64.0;14.72;234.43;197.92;16.16;105.19;197.55;137.94;159.25;185.57;122.61;181.39;67.53;rojo
2023-05-09;22:36:07;Morrones39_5.jpg;14.0;240.0;216.0;10.0;102.0;216.0;143.0;164.0;187.0;125.0;187.0;68.0;13.02;226.64;194.06;23.0;100.37;194.06;133.64;160.61;181.91;119.58;181.08;73.35;rojo
2023-05-09;22:36:28;Morrones3_1.jpg;41.0;247.0;116.0;8.0;116.0;74.0;112.0;100.0;174.0;90.0;118.0;83.0;41.19;220.12;112.73;30.59;112.73;79.15;109.46;102.31;169.43;92.06;118.78;87.26;rojo
2023-05-09;22:36:50;Morrones3_2.jpg;38.0;252.0;151.0;6.0;151.0;111.0;147.0;99.0;187.0;122.0;122.0;64.0;37.97;235.14;137.56;18.44;137.56;106.83;133.84;101.39;181.2;113.87;122.97;69.91;rojo
2023-05-09;22:37:12;Morrones3_3.jpg;38.0;248.0;154.0;13.0;154.0;113.0;149.0;99.0;182.0;124.0;122.0;70.0;38.12;217.58;142.36;37.46;142.35;111.59;138.81;101.77;178.56;119.67;122.22;74.34;rojo
2023-05-09;22:37:34;Morrones3_4.jpg;40.0;252.0;135.0;6.0;135.0;91.0;131.0;98.0;180.0;107.0;119.0;74.0;39.81;228.75;126.68;28.51;126.68;92.43;122.8;100.94;175.29;103.78;119.88;78.46;rojo
2023-05-09;22:37:56;Morrones3_5.jpg;39.0;245.0;134.0;6.0;134.0;94.0;130.0;100.0;180.0;107.0;121.0;74.0;39.48;222.58;123.39;20.61;123.39;92.76;119.86;102.77;174.31;101.94;121.43;79.57;rojo
2023-05-09;22:38:18;Morrones40_1.jpg;16.0;247.0;218.0;7.0;116.0;218.0;152.0;160.0;191.0;134.0;186.0;61.0;15.73;233.61;199.33;18.55;112.92;198.83;142.72;155.85;186.57;127.69;178.68;65.56;rojo
2023-05-09;22:38:40;Morrones40_2.jpg;17.0;245.0;238.0;9.0;136.0;238.0;169.0;157.0;196.0;151.5;186.0;53.0;15.87;231.12;215.45;22.91;126.36;215.45;155.9;155.96;190.16;140.96;181.08;60.3;rojo
2023-05-09;22:39:02;Morrones40_3.jpg;15.0;245.0;223.0;8.0;116.0;223.0;153.0;161.0;191.0;136.0;187.0;61.0;15.15;230.14;207.44;22.62;117.03;207.43;147.92;157.52;187.23;133.13;180.93;64.78;rojo
2023-05-09;22:39:24;Morrones40_4.jpg;16.0;245.0;220.0;8.0;120.0;220.0;155.0;160.0;192.0;137.0;185.0;60.0;15.91;232.86;201.3;19.31;115.86;200.82;145.06;155.19;187.16;130.14;178.37;64.85;rojo
2023-05-09;22:39:46;Morrones40_5.jpg;15.0;241.0;222.0;10.0;117.0;222.0;154.0;160.0;189.0;136.0;184.0;64.0;14.52;226.6;202.1;24.81;113.63;202.1;144.0;157.13;185.28;129.9;179.46;68.28;rojo
2023-05-09;22:40:08;Morrones41_1.jpg;30.0;255.0;241.0;21.0;234.0;240.0;231.0;109.0;211.0;209.0;147.0;24.0;29.71;232.26;219.26;43.65;214.52;216.09;211.62;110.58;205.63;192.92;144.56;31.11;rojo
2023-05-09;22:40:29;Morrones41_3.jpg;30.0;255.0;252.0;15.0;245.0;251.0;241.0;110.0;214.0;219.0;149.0;17.0;29.01;229.18;226.0;48.68;219.82;225.48;217.11;112.23;206.39;199.15;146.84;29.22;amarillo
2023-05-09;22:40:51;Morrones41_4.jpg;29.0;255.0;249.0;4.0;237.0;249.0;235.0;112.0;214.0;214.0;150.0;16.0;28.72;236.13;222.58;43.81;214.07;222.04;212.56;113.46;206.1;193.97;148.06;28.33;amarillo
2023-05-09;22:41:13;Morrones41_5.jpg;30.0;255.0;223.0;2.0;220.0;217.0;216.0;108.0;209.0;194.0;146.0;25.0;29.91;242.6;205.88;30.55;200.66;200.19;198.6;110.64;203.03;178.74;143.32;32.8;amarillo
2023-05-09;22:41:35;Morrones42_1.jpg;26.0;255.0;243.0;3.0;212.0;243.0;217.0;122.0;212.0;197.0;159.0;20.0;25.83;248.42;223.18;20.47;196.08;223.16;200.7;122.52;206.41;182.37;157.14;28.17;amarillo
2023-05-09;22:41:56;Morrones42_2.jpg;26.0;255.0;241.0;5.0;210.0;241.0;215.0;122.0;210.0;195.0;159.0;23.0;26.18;241.35;220.84;30.84;196.2;220.63;200.16;121.59;204.62;182.35;155.35;31.47;amarillo
2023-05-09;22:42:18;Morrones42_3.jpg;26.0;255.0;238.0;3.0;210.0;238.0;215.0;121.0;211.0;194.0;158.0;22.0;26.28;242.36;216.7;34.15;192.75;216.34;196.83;121.53;203.31;178.94;154.72;32.82;amarillo
2023-05-09;22:42:40;Morrones42_4.jpg;26.0;255.0;244.0;3.0;212.0;244.0;217.0;123.0;212.0;197.0;160.0;20.0;25.78;247.97;222.72;21.26;195.31;222.69;200.04;122.73;206.12;181.82;157.19;28.69;amarillo
2023-05-09;22:43:01;Morrones42_5.jpg;27.0;255.0;246.0;2.0;217.0;246.0;221.0;121.0;213.0;201.0;158.0;19.0;26.24;244.66;220.9;27.7;197.92;220.84;201.28;120.89;205.36;183.13;154.95;29.58;amarillo
2023-05-09;22:43:23;Morrones43_1.jpg;1.0;217.0;149.0;20.0;24.0;147.0;83.0;174.0;161.0;62.0;185.0;106.0;3.21;207.43;135.26;27.47;33.34;134.84;78.3;168.59;157.57;63.13;179.17;107.87;amarillo
2023-05-09;22:43:45;Morrones43_2.jpg;1.0;210.0;164.0;27.0;30.0;164.0;92.0;174.0;160.0;71.0;186.0;106.0;2.52;193.22;153.58;40.82;44.68;153.58;91.88;171.29;157.12;76.9;182.67;107.63;amarillo
2023-05-09;22:44:06;Morrones43_3.jpg;1.0;211.0;157.0;24.0;29.0;157.0;87.0;175.0;160.0;67.0;186.0;106.0;2.29;194.62;145.5;37.94;42.07;145.5;86.91;169.41;156.12;72.66;179.93;108.38;amarillo
2023-05-09;22:44:28;Morrones43_4.jpg;1.0;217.0;145.0;19.0;23.0;144.0;80.0;174.0;161.0;60.0;184.0;106.0;4.85;206.79;132.39;26.49;32.36;131.86;76.62;167.78;157.22;61.55;178.17;108.23;amarillo
2023-05-09;22:44:50;Morrones43_5.jpg;1.0;216.0;158.0;21.0;25.0;158.0;87.0;176.0;161.0;65.0;189.0;105.0;2.8;200.53;142.35;33.07;36.81;142.35;82.77;170.05;156.67;68.1;181.0;108.23;amarillo
2023-05-09;22:45:11;Morrones44_1.jpg;1.0;214.0;134.0;19.0;23.0;134.0;74.0;169.0;156.0;56.0;178.0;109.0;2.86;195.95;126.54;33.55;38.48;126.43;75.95;163.9;152.7;64.35;172.31;110.59;amarillo
2023-05-09;22:45:33;Morrones44_2.jpg;1.0;217.0;134.0;18.0;24.0;133.0;76.0;170.0;159.0;58.0;179.0;107.0;5.66;207.12;127.28;25.28;37.94;126.1;76.7;163.1;157.15;62.97;173.05;106.74;amarillo
2023-05-09;22:45:55;Morrones44_3.jpg;1.0;216.0;127.0;17.0;21.0;127.0;70.0;169.0;157.0;53.0;178.0;109.0;3.1;203.36;120.01;25.74;30.72;119.85;69.31;164.46;153.79;56.93;172.91;110.39;amarillo
2023-05-09;22:46:16;Morrones44_4.jpg;1.0;213.0;127.0;18.0;22.0;127.0;71.0;168.0;156.0;54.0;177.0;109.0;3.84;197.2;123.0;31.26;36.72;122.76;73.49;163.15;152.66;61.96;171.42;110.66;amarillo
2023-05-09;22:46:38;Morrones44_5.jpg;1.0;217.0;121.0;14.0;17.0;121.0;65.0;169.0;156.0;48.0;178.0;109.0;2.45;205.15;112.89;23.44;26.29;112.89;63.18;163.84;151.77;52.0;171.49;111.88;amarillo
2023-05-09;22:47:00;Morrones4_1.jpg;47.0;188.0;58.0;13.0;59.0;34.0;56.0;111.0;150.0;46.0;120.0;111.0;50.58;175.57;62.35;22.42;62.53;40.64;59.59;111.89;148.05;51.36;120.25;111.79;amarillo
2023-05-09;22:47:21;Morrones4_2.jpg;48.0;179.0;54.0;14.0;54.0;32.0;51.0;113.0;147.0;43.0;121.0;114.0;54.1;159.62;62.15;30.39;62.1;44.37;59.99;114.63;144.22;53.14;121.68;115.25;amarillo
2023-05-09;22:47:43;Morrones4_3.jpg;48.0;176.0;57.0;15.0;57.0;33.0;54.0;112.0;148.0;45.0;121.0;113.0;55.33;157.77;62.11;29.17;62.0;43.17;59.89;114.01;144.83;52.61;121.24;114.93;amarillo
2023-05-09;22:48:05;Morrones4_4.jpg;47.0;182.0;60.0;15.0;60.0;36.0;57.0;112.0;149.0;48.0;121.0;112.0;54.42;162.12;64.43;28.62;64.26;45.36;62.31;113.74;146.16;54.53;121.42;113.54;amarillo
2023-05-09;22:48:26;Morrones4_5.jpg;48.0;163.0;72.0;18.0;73.0;44.0;71.0;111.0;148.0;58.0;120.0;113.0;56.59;144.8;72.8;38.84;72.7;54.88;71.58;114.64;144.82;63.34;121.55;114.37;amarillo
2023-05-09;22:48:48;Morrones5_1.jpg;46.0;195.0;88.0;16.0;88.0;53.0;85.0;105.0;157.0;69.0;117.0;105.0;53.8;169.2;86.03;36.37;85.62;59.94;83.88;109.52;152.03;72.27;119.13;107.79;amarillo
2023-05-09;22:49:09;Morrones5_3.jpg;42.0;223.0;94.0;9.0;94.0;59.0;91.0;104.0;164.0;74.0;119.0;96.0;44.8;202.54;94.89;22.5;95.05;66.75;92.27;106.16;161.89;78.21;119.8;96.39;amarillo
2023-05-09;22:49:31;Morrones5_4.jpg;45.0;195.0;88.0;16.0;88.0;55.0;86.0;106.0;157.0;70.0;118.0;104.0;52.42;169.38;86.18;36.48;85.75;61.81;84.33;110.22;152.23;72.94;120.01;107.45;amarillo
2023-05-09;22:49:53;Morrones5_5.jpg;47.0;192.0;82.0;16.0;82.0;47.0;79.0;106.0;155.0;64.0;117.0;106.0;52.3;170.01;80.18;32.26;80.14;54.22;78.15;109.42;151.55;66.88;118.89;108.5;amarillo
2023-05-09;22:50:14;Morrones6_3.jpg;40.0;235.0;100.0;7.0;100.0;74.0;99.0;108.0;164.0;81.0;123.0;95.0;41.96;196.72;104.17;37.85;103.89;83.18;102.53;109.79;161.1;89.47;123.38;95.96;amarillo
2023-05-09;22:50:36;Morrones6_4.jpg;66.0;142.0;128.0;52.0;128.0;95.0;127.0;113.0;140.0;109.0;119.0;121.0;70.16;116.93;128.2;94.65;125.0;103.07;124.33;114.26;142.27;114.71;119.08;116.71;amarillo
2023-05-09;22:50:58;Morrones6_5.jpg;42.0;218.0;106.0;11.0;105.0;73.0;104.0;108.0;165.0;85.0;121.0;95.0;40.72;194.71;106.77;29.33;102.26;85.77;102.22;111.42;163.01;88.91;125.65;94.24;amarillo
2023-05-09;22:51:20;Morrones7_1.jpg;68.0;131.0;171.0;88.0;154.0;127.0;162.0;113.0;147.0;147.0;119.0;115.0;62.98;124.26;153.72;109.44;143.16;116.09;143.96;113.8;143.78;131.0;116.93;115.86;amarillo
2023-05-09;22:51:43;Morrones7_2.jpg;40.0;210.0;138.0;19.0;126.0;115.0;130.0;110.0;169.0;112.0;123.0;91.0;41.23;174.25;129.92;47.15;117.04;110.57;121.37;116.82;163.18;107.05;130.43;94.01;amarillo
2023-05-09;22:52:05;Morrones7_3.jpg;37.0;246.0;138.0;6.0;136.0;115.0;137.0;111.0;178.0;116.0;126.0;76.0;35.65;212.17;132.34;34.72;128.71;117.36;129.22;111.52;173.85;113.52;130.65;78.67;amarillo
2023-05-09;22:52:28;Morrones7_4.jpg;39.0;243.0;128.0;10.0;126.0;98.0;125.0;106.0;174.0;104.0;122.0;82.0;37.65;201.62;123.87;45.69;122.18;101.11;121.74;108.6;168.09;105.72;124.69;87.28;amarillo
2023-05-09;22:52:50;Morrones7_5.jpg;42.0;240.0;120.0;7.0;120.0;76.0;117.0;99.0;174.0;94.0;117.0;83.0;42.32;215.68;113.97;25.1;113.99;79.82;110.64;102.29;168.83;93.12;118.41;87.45;amarillo
2023-05-09;22:53:11;Morrones8_1.jpg;44.0;213.0;90.0;12.0;90.0;53.0;87.0;103.0;162.0;70.0;118.0;99.0;45.02;196.04;93.25;24.03;93.29;63.47;90.46;105.68;160.58;76.39;118.63;98.48;amarillo
2023-05-09;22:53:33;Morrones8_2.jpg;43.0;196.0;87.0;18.0;87.0;57.0;86.0;106.0;159.0;71.0;120.0;102.0;45.08;181.46;89.83;29.3;89.91;64.31;87.55;108.16;157.47;75.26;120.05;102.02;amarillo
2023-05-09;22:53:55;Morrones8_3.jpg;43.0;187.0;85.0;20.0;85.0;59.0;84.0;108.0;158.0;70.0;120.0;103.0;44.84;174.92;82.82;26.92;82.94;59.74;81.56;109.51;155.97;69.6;120.94;104.0;amarillo
2023-05-09;22:54:16;Morrones8_4.jpg;44.0;202.0;80.0;14.0;80.0;49.0;78.0;106.0;158.0;63.0;119.0;103.0;46.13;189.91;87.71;24.16;87.82;60.92;85.02;107.36;158.39;72.42;119.61;100.84;amarillo
2023-05-09;22:54:38;Morrones8_5.jpg;46.0;162.0;63.0;20.0;63.0;40.0;61.0;111.0;149.0;51.0;121.0;112.0;52.72;149.32;67.13;30.07;67.23;47.73;65.34;113.21;147.06;57.17;121.3;112.87;amarillo
2023-05-09;22:55:00;Morrones9_1.jpg;48.0;203.0;77.0;12.0;77.0;41.0;74.0;108.0;151.0;59.0;118.0;110.0;58.24;162.26;81.81;44.55;81.34;59.18;80.22;112.38;146.79;70.26;119.96;112.58;amarillo
2023-05-09;22:55:22;Morrones9_3.jpg;46.0;190.0;97.0;16.0;97.0;59.0;94.0;108.0;153.0;76.0;118.0;108.0;55.6;151.14;101.85;57.39;101.54;79.01;100.82;111.75;149.46;89.63;120.3;109.48;amarillo
2023-05-09;22:55:43;Morrones9_4.jpg;45.0;187.0;98.0;18.0;98.0;63.0;96.0;109.0;152.0;78.0;120.0;108.0;61.22;145.08;100.76;59.19;99.77;80.63;100.02;113.62;148.03;89.33;121.74;110.74;amarillo
